RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.55,0.84,0:06.40,21,678216,903,614
90,5.63,0.82,0:06.46,30,689368,38720,11500
80,5.63,0.87,0:06.51,25,689376,81755,11191
70,5.68,0.98,0:06.67,74,700000,154662,24208
60,5.71,1.43,0:07.15,21905,741927,245208,83394
50,5.86,1.50,0:07.38,11995,833272,344565,163703
40,5.94,1.78,0:07.76,12079,972710,445949,302261
30,5.96,2.29,0:08.37,22441,1140591,560572,497655
20,6.10,2.20,0:08.50,2518,1224094,652290,583962
10,6.37,2.40,0:08.93,4705,1367638,709505,739547
5,7.04,2.64,0:09.80,5065,1446028,773332,809626
