RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.82,0.13,0:03.96,0,104760,0,0
90,3.86,0.51,0:04.38,21484,119691,40029,25087
80,3.73,1.03,0:04.76,47767,123502,74144,53336
70,3.66,1.26,0:04.93,62888,117887,74826,70132
60,3.67,1.43,0:05.10,73732,122315,82947,81355
50,3.67,1.69,0:05.38,81442,201480,129342,95456
40,3.94,3.03,0:07.07,125975,645348,381263,256025
30,4.10,5.36,0:09.80,219165,1088203,666568,722298
20,4.40,5.36,0:10.10,231824,1109743,689486,755302
10,4.60,10.50,0:15.98,451299,2163002,1265083,1319122
5,4.41,10.98,0:16.52,455469,2209486,1282646,1630432
