RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.23,0.09,0:01.15,0,100506,0,0
90,4.41,0.77,0:01.35,42878,131604,72426,46652
80,4.51,0.64,0:01.37,48851,120698,72569,53311
70,4.39,0.69,0:01.37,57549,108371,70681,62294
60,4.59,0.82,0:01.43,69342,124694,83761,74999
50,4.72,0.94,0:01.47,72815,199624,125121,79144
40,6.62,3.51,0:02.43,263770,528716,402248,285567
30,5.29,9.65,0:03.49,704282,710377,703195,741711
20,5.31,9.97,0:03.62,742714,720559,731246,784198
10,6.45,7.87,0:03.43,741492,676234,716783,791143
5,6.97,17.20,0:07.24,1734616,1470078,749711,1153102
