RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.28,0.24,0:02.25,0,101063,0,0
90,7.96,0.74,0:02.58,41518,124804,0,42463
80,7.54,1.00,0:02.62,51126,139245,0,52302
70,7.91,0.95,0:02.70,60591,122415,0,61656
60,7.91,1.21,0:02.78,74750,155413,0,76775
50,8.02,1.32,0:02.83,78223,212902,0,83614
40,9.84,4.26,0:04.10,260535,603212,0,358265
30,9.24,6.18,0:04.50,381828,714814,0,568024
20,8.45,6.49,0:04.42,361255,759503,0,598976
10,8.69,8.34,0:05.08,495042,985042,0,772627
5,10.81,9.08,0:06.10,664027,1079804,0,850817
