RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,536851,576791.7,42194.75,31,353.896,109.299,,,,
100,1,397,642.763,7.778,3,52.444,341.040,,,,
100,2,636,1003.240,1.196,,,,,,,
100,3,653,1010.221,2.014,,,,,,,
100,4,471,712.485,3.196,,,,,,,
90,0,786491,1054319,971448.5,38108,268001.7,8439.840,46,828461.4,71029048,
90,1,291,454.186,0.932,,,,,,,
90,2,306,508.471,1.630,,,,,,,
90,3,742,1210.219,0.974,,,,,,,
90,4,237,378.970,0.671,,,,,,,
80,0,786491,1078051,994601.6,37934,267544.8,31753.39,44,895453.4,98450128,
80,1,621,971.129,1.138,,,,,,,
80,2,403,605.557,1.123,,,,,,,
80,3,165,249.367,0.858,,,,,,,
80,4,385,634.153,2.838,,,,,,,
70,0,786498,1075752,430097.0,37871,267905.2,1212.366,48,997752.3,157277428,
70,1,422,677.299,3.752,,,,,,,
70,2,212,331.458,1.318,,,,,,,
70,3,530,907.426,4.032,,,,,,,
70,4,340,492.625,1.782,,,,,,,
60,0,995316,1491443,2515327,97590,603783.6,14619.11,34,1071272,936993405,
60,1,348,608.658,8.264,6,65.545,135.713,,,,
60,2,19,32.178,5.836,,,,,,,
60,3,138,238.325,13.538,3,49.863,330.373,,,,
60,4,296,428.555,0.818,,,,,,,
50,0,1048763,1574547,13494969,97969,607709.0,7964.536,57,999161.7,99158177,
50,1,406,638.427,1.189,,,,,,,
50,2,121,157.827,1.316,,,,,,,
50,3,299,451.925,0.872,,,,,,,
50,4,458,705.141,4.219,1,38.722,0.000,,,,
40,0,1048803,1666955,1747618,113137,694304.0,36070.61,56,1041459,136619611,
40,1,42,41.795,4.413,,,,,,,
40,2,185,273.412,0.695,,,,,,,
40,3,139,218.782,10.565,2,39.075,397.761,,,,
40,4,218,319.133,0.567,,,,,,,
30,0,1048652,1553727,1117034,95711,594282.3,5638.382,51,977435.0,93580911,
30,1,211,297.931,1.317,,,,,,,
30,2,237,382.899,8.849,4,58.030,225.230,,,,
30,3,211,347.141,7.656,,,,,,,
30,4,458,713.731,2.848,,,,,,,
20,0,1048651,1636643,2822663,112572,690291.6,13125.26,47,948045.7,114942728,
20,1,168,296.347,11.861,5,59.224,182.365,,,,
20,2,286,455.132,1.723,,,,,,,
20,3,322,527.503,2.989,,,,,,,
20,4,357,571.586,1.322,,,,,,,
10,0,1048727,1595579,1983780,95862,597960.1,8590.273,56,925658.7,40990026,
10,1,374,668.259,1.072,,,,,,,
10,2,175,307.244,2.289,,,,,,,
10,3,98,126.867,0.845,,,,,,,
10,4,129,214.873,0.605,,,,,,,
5,0,1048710,1615510,5275413,96436,601776.9,17648.54,39,878587.7,24755723,
5,1,75,89.555,0.772,,,,,,,
5,2,111,176.534,0.620,,,,,,,
5,3,194,322.475,1.135,,,,,,,
5,4,216,334.318,1.718,,,,,,,
