RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.30,0.12,0:04.43,0,100590,0,0
90,4.39,1.02,0:05.42,38532,103762,260448,207803
80,4.35,1.28,0:05.64,50352,102472,344565,271270
70,4.49,1.68,0:06.19,74147,124227,448070,400290
60,4.57,1.67,0:06.25,75302,116404,406409,404934
50,4.77,1.72,0:06.52,85441,159741,569377,525112
40,5.06,8.13,0:14.95,169299,904632,2640760,2691988
30,5.15,11.91,0:19.81,233642,1145292,3446365,3819873
20,5.31,11.92,0:20.07,233627,1149112,3461515,3881468
10,5.20,12.37,0:20.41,239894,1175800,3490824,4011150
5,5.57,16.02,0:25.89,318449,1560177,3647542,5647209
