RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.94,0.12,0:01.60,0,100476,0,0
90,4.13,0.54,0:01.86,210,146960,50692,44197
80,4.11,0.62,0:01.93,232,162277,64424,54316
70,4.11,0.51,0:01.93,250,166274,70692,62530
60,4.14,0.56,0:01.93,140,169083,70947,69038
50,4.47,0.72,0:02.09,5610,219643,100162,79964
40,5.42,3.65,0:03.43,16833,1092148,548054,313215
30,4.78,7.02,0:04.47,2592,1368271,700955,745433
20,5.05,6.49,0:04.39,5349,1395240,715656,774248
10,4.77,11.19,0:06.59,191931,1518241,753765,920579
5,8.50,6.70,0:05.88,115779,1379473,734699,834876
