RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.48,0.11,0:03.60,0,100590,0,0
90,3.57,0.22,0:03.79,2161,149166,55407,43774
80,3.57,0.23,0:03.81,838,159341,69605,51525
70,3.50,0.32,0:03.82,1364,165436,70649,62896
60,3.55,0.28,0:03.84,782,168278,70750,69109
50,3.63,0.32,0:03.95,1131,202191,89457,74153
40,4.07,1.63,0:05.70,14774,1236764,622457,464709
30,3.84,2.12,0:05.97,76,1382208,708761,769797
20,3.87,2.14,0:06.02,33,1382726,709381,777403
10,3.86,2.67,0:06.54,47241,1441899,743893,827994
5,4.02,3.36,0:07.40,55795,1853670,822709,1206770
