RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.63,1.36,0:04.01,20521,531368,258868,114965
90,2.80,2.94,0:09.07,8,762925,1688988,1376466
80,2.90,3.52,0:09.81,8,764938,1993823,1407398
70,2.84,4.30,0:10.40,16,765409,2263422,1411271
60,2.89,6.24,0:14.98,938,958004,3430419,2526833
50,2.95,7.36,0:16.87,297,1004692,4242675,2810878
40,2.93,7.89,0:17.48,20,1006899,4512961,2822198
30,2.94,8.42,0:18.06,20,1005934,4815315,2825334
20,2.85,9.45,0:18.90,20,1004959,5074297,2831497
10,3.00,9.58,0:19.06,20,1004234,5318047,2832816
5,2.87,9.71,0:18.86,20,1002039,5277293,2832391
