RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.76,0.09,0:02.11,0,100521,0,0
90,3.88,0.51,0:02.39,39437,111085,61598,44279
80,3.91,0.54,0:02.44,48572,115598,71154,54185
70,3.89,0.62,0:02.48,57416,119654,76471,62787
60,3.93,0.66,0:02.51,63533,118216,77859,69442
50,4.03,0.76,0:02.61,72133,164263,105970,78210
40,5.65,3.00,0:04.63,345548,379967,367315,373655
30,4.35,5.97,0:05.48,673745,647352,676589,728815
20,4.26,6.17,0:05.56,720526,659447,707708,773960
10,4.63,6.09,0:05.72,722901,660043,710104,777103
5,5.43,6.44,0:06.29,734602,682375,731459,788566
