RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,1048834,4933087,4848890,436753,4189957,30572325,,,,65537.10,524302,20151.65,2782.162
100,1,4230,5401.055,51.023,,,,,,,,,,
100,2,1352,2099.951,41.283,,,,,,,,,,
100,3,4636,6149.347,3712.846,9,76.747,18.062,,,,,10,0.333,0.000
100,4,3086,3784.138,18.048,,,,,,,,,,
90,0,1049060,2397709,19371627,11,159.460,115.619,,,,389957.1,732086,1145224,10341989
90,1,984,1346.104,4.705,,,,,,,,,,
90,2,537,953.858,3.465,,,,,,,,,,
90,3,4514,5426.339,50.571,,,,,,,,,,
90,4,1960,2547.898,2.056,,,,,,,,,,
80,0,1048828,2433302,2596487,14,175.920,419.911,,,,401487.6,761228,1157136,4888579
80,1,2140,2624.419,38.312,,,,,,,,,,
80,2,644,907.208,3.699,,,,,,,,,,
80,3,1805,2620.087,1.805,,,,,,,,,,
80,4,1858,2388.511,3.019,,,,,,,,,,
70,0,1048832,2393455,1844152,14,210.543,134.800,,,,395155.9,752061,1121477,3868899
70,1,1778,1983.261,3.359,,,,,,,,,,
70,2,374,706.013,4.709,8,61.470,2.945,,,,,8,0.329,0.000
70,3,4030,5156.059,41.634,,,,,,,,,,
70,4,2481,3009.539,3.475,,,,,,,,,,
60,0,1048857,2317611,637198.3,16,151.961,44.949,,,,391129.4,758907,1051068,10234214
60,1,2480,3151.225,4.728,,,,,,,,,,
60,2,567,886.297,3.752,,,,,,,,,,
60,3,2047,2923.932,2.419,,,,,,,,,,
60,4,1829,2260.164,2.007,,,,,,,,,,
50,0,1048797,2289732,3100716,16,153.957,51.501,,,,389540.0,762574,1020560,9334547
50,1,2006,2705.183,3.888,8,62.246,5.014,,,,,8,0.333,0.000
50,2,499,839.802,3.634,,,,,,,,,,
50,3,1941,2957.874,2.792,,,,,,,,,,
50,4,1795,2270.372,2.261,,,,,,,,,,
40,0,1048993,2223912,8279261,15,188.459,95.104,,,,386738.6,765854,958893.9,3552087
40,1,2103,2568.389,56.279,,,,,,,,,,
40,2,559,962.845,3.350,8,60.635,1.715,,,,,9,0.392,0.000
40,3,2222,3208.753,18.674,,,,,,,,,,
40,4,1474,1937.313,3.002,,,,,,,,,,
30,0,1048885,2171337,4303336,46,416.942,40.788,,,,384122.8,767699,915337.4,5214319
30,1,1282,1789.530,3.569,16,117.843,4.909,,,,,16,0.610,0.000
30,2,541,943.584,3.810,,,,,,,,,,
30,3,2038,2940.180,2.484,,,,,,,,,,
30,4,982,1189.575,2.589,,,,,,,,,,
20,0,1048736,2136730,2480013,15,184.490,90.253,,,,383080.5,774342,880930.4,3310449
20,1,1484,1919.350,2.499,,,,,,,,,,
20,2,580,879.393,3.033,,,,,,,,,,
20,3,1515,2321.087,4.459,,,,,,,,,,
20,4,807,1018.647,1.737,,,,,,,,,,
10,0,1048812,2096802,627566590,15,119.294,13.229,,,,374927.0,774384,847531.5,82736.73
10,1,1651,2037.551,1.902,,,,,,,,,,
10,2,501,1036.643,6.671,16,145.136,27.616,,,,,16,0.734,0.000
10,3,1459,2215.045,2.491,,,,,,,,,,
10,4,1342,1697.321,1.531,,,,,,,,,,
5,0,1048944,2068078,2621185,15,121.309,12.032,,,,377155.9,775648,823614.9,939298.2
5,1,2096,2723.499,145.301,,,,,,,,,,
5,2,428,929.454,6.180,16,110.046,1.398,,,,,16,0.615,0.000
5,3,1880,2919.147,3.079,,,,,,,,,,
5,4,1298,1549.101,2.194,,,,,,,,,,
