RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.11,5.35,0:07.46,436753,612028,564034,470456
90,2.31,1.91,0:04.97,11,1048774,565052,530081
80,2.35,1.96,0:05.02,14,1048778,565616,562239
70,2.33,2.01,0:05.02,14,1048781,565613,562355
60,2.28,2.07,0:04.97,16,1048783,565618,562413
50,2.43,1.96,0:04.97,16,1048786,565624,562623
40,2.57,1.86,0:04.95,15,1048790,565622,562700
30,2.45,1.99,0:04.91,15,1048793,565621,562818
20,2.52,1.97,0:04.92,15,1048796,565611,562913
10,2.60,1.92,0:04.92,15,1048799,565626,563040
5,2.65,1.88,0:04.90,15,1048801,565627,563089
