RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.60,0.71,0:06.32,95,678155,901,639
90,5.55,0.83,0:06.40,1507,687891,38783,11535
80,5.65,0.78,0:06.44,1471,687930,81558,11342
70,5.67,0.96,0:06.64,5474,695580,159599,28036
60,5.74,1.39,0:07.15,35998,728737,244558,94757
50,5.79,1.99,0:07.82,74634,769605,344750,171324
40,6.00,2.48,0:08.53,124477,849232,434294,301528
30,5.98,3.64,0:09.78,208709,954388,561016,494995
20,5.98,3.79,0:10.08,196036,1036638,652922,608057
10,6.26,4.27,0:10.90,238923,1131830,707388,763356
5,7.04,4.43,0:11.87,239096,1221643,776550,863996
