RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.16,2.98,0:05.15,217281,569284,283211,234103
90,2.35,1.17,0:03.80,24,786541,342529,262821
80,2.41,1.19,0:03.89,8,786557,401665,282742
70,2.39,1.28,0:03.96,9,786563,456727,283530
60,2.44,1.87,0:04.80,2082,996131,564597,504161
50,2.55,1.88,0:04.95,179,1048549,565424,553211
40,2.56,1.90,0:04.93,74,1048650,565515,558196
30,2.57,1.90,0:04.91,20,1048708,565593,562799
20,2.82,1.71,0:04.92,19,1048709,565592,562899
10,2.77,1.79,0:04.91,19,1048709,565590,562999
5,2.70,1.82,0:04.89,19,1048709,565594,563059
