RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.84,0.93,0:03.78,21,533754,0,158
90,2.81,3.75,0:06.56,136428,912491,0,529461
80,2.93,3.50,0:06.44,138137,910786,0,531468
70,3.02,3.24,0:06.27,138096,910829,0,531465
60,2.86,3.56,0:06.43,137362,911568,0,531435
50,2.92,3.31,0:06.24,135380,913554,0,531442
40,2.84,3.42,0:06.26,137415,911520,0,531466
30,3.04,3.25,0:06.29,139601,909337,0,531454
20,2.94,3.20,0:06.15,138693,910246,0,531459
10,3.02,3.08,0:06.10,135941,913002,0,531446
5,2.92,3.23,0:06.16,137868,911143,0,531436
