RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.58,1.18,0:08.77,28,678249,4697,2994
90,7.55,1.39,0:08.96,32,689362,173641,65664
80,7.59,1.58,0:09.24,26,689370,364700,68527
70,7.65,1.85,0:09.65,85,693377,619538,81680
60,7.73,3.45,0:11.25,18377,703402,1060067,231224
50,7.88,4.38,0:13.09,12075,762879,1687225,826507
40,7.96,5.44,0:14.94,11356,858023,2192202,1539864
30,8.14,5.39,0:16.04,24599,978847,2731094,2466375
20,8.44,4.88,0:16.95,1748,1057742,3381917,2973614
10,8.69,4.50,0:16.37,4359,1124658,3467682,3421516
5,9.11,4.92,0:15.96,20950,1129205,3113459,2784430
