RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
30,0,1309673,2559072,4233496,220984,1541422,85667.66,6,24379.44,86151.69,,728800,167304.6,176838.0,1309673,42320.43,6866.409,,,
30,1,3802,5204.970,21.657,1,10.492,0.000,,,,,7,0.260,0.000,3802,148.936,0.553,,,
30,2,2199,3996.189,48.151,6,44.370,2.808,,,,,18,0.687,0.000,2199,91.385,0.078,,,
30,3,2232,3106.296,18.697,,,,,,,,,,,2232,79.521,0.001,,,
30,4,1786,2349.384,2.266,,,,,,,,,,,1786,66.697,0.000,,,
